published,published_year_long,published_year_short,country,designer,name,product_id
2018/07/01,2018,18,Iceland,PetiteKnit,Here We Gnome Again,472112
2019/09/01,2019,19,Iceland,PetiteKnit,Felix Cardigan,553559
2019/01/01,2019,19,Iceland,Andrea Mowry,Felix Pullover,507914
2018/10/01,2018,18,Iceland,Amy Christoffers,Nightshift,489063
2018/08/01,2018,18,Iceland,Andrea Mowry,Oslo Hat,479056
2018/06/01,2018,18,Iceland,Sarah Schira,Cumulus Blouse,466153
2018/03/01,2018,18,Iceland,eri shimizu,The Shift,450988
2017/06/01,2017,17,Iceland,Sarah Schira,Anker's Summer Shirt,401635
2017/11/01,2017,17,Iceland,PetiteKnit,The Weekender,427123
2016/11/01,2016,16,Iceland,Caitlin Hunter,No Frills Sweater,384834
2020/11/01,2020,20,Denmark,Stephen West,Puffy Pouf Hat,659657
2021/05/01,2021,21,Denmark,Stephen West,Seleste Tee,699225
2021/06/01,2021,21,Denmark,Andrea Mowry,Silver River Shawl,758536
2021/09/01,2021,21,Denmark,Caitlin Hunter,Aphra,725486
2021/11/01,2021,21,Denmark,Stephen West,Meet Cute Mitts,742495
2021/11/01,2021,21,Denmark,Andrea Mowry,DAA (don't ask again),738809
2021/12/01,2021,21,Denmark,Joji Locatelli,Frau Keli,744832
2022/01/01,2022,22,Denmark,Andrea Mowry,Gr8 Gingham Hat,754248
2022/03/01,2022,22,Denmark,Andrea Mowry,Vestiges Shawl,768518
2022/04/01,2022,22,Denmark,Andrea Mowry,Foxberry tee,772973
2022/06/01,2022,22,Denmark,Andrea Mowry,Ariel socks,782717
2022/07/01,2022,22,Denmark,Helen Stewart,Peregrin socks,788846
2022/08/01,2022,22,Denmark,Andrea Mowry,Storsand socks,794553
2022/10/01,2022,22,Denmark,Andrea Mowry,Calvaria Hat,809288
2022/11/01,2022,22,Denmark,Andrea Mowry,Crystal Fantasy,815364
2022/11/01,2022,22,Denmark,Caitlin Hunter,Medley Mitts,821246
2022/11/01,2022,22,Denmark,Joji Locatelli,Medley Hat,821245
2022/11/01,2022,22,Denmark,Joji Locatelli,Ripple Balaclava,818026
2022/11/01,2022,22,Denmark,Andrea Mowry,Collage Socks,821241
2022/11/01,2022,22,Denmark,Andrea Mowry,Amos balaclava,820639
2022/12/01,2022,22,Denmark,Andrea Mowry,Hakea Mitts,821588
2022/12/01,2022,22,Denmark,Jennifer Steingass,Levi pullover,822049
2022/12/01,2022,22,Denmark,Andrea Mowry,Painting Bricks Mittens,822986
2020/11/01,2020,20,Denmark,Andrea Mowry,Sparks,653563
2021/06/01,2021,21,Denmark,Caitlin Hunter,Midsummer Dancer Socks,704131
2021/09/01,2021,21,Denmark,Jessie Maed Designs,cardoon,720300
2021/11/01,2021,21,Denmark,Andrea Mowry,Meet Cute Socks,742497
2021/11/01,2021,21,Denmark,Isabell Kraemer,Montage Hat,742554
2022/01/01,2022,22,Denmark,Jessie Maed Designs,Foxberry,754335
2022/05/01,2022,22,Denmark,Stephen West,Poetry pullover,780221
2022/06/01,2022,22,Denmark,Andrea Mowry,The Feel Good Shawl,785339
2022/09/01,2022,22,Denmark,Isabell Kraemer,August hat (me),803893
2022/11/01,2022,22,Denmark,Stephen West,Sveaborg Hat,817517
2022/11/01,2022,22,Denmark,Andrea Mowry,Kuutar cardigan,820632
2022/11/01,2022,22,Denmark,Isabell Kraemer,Ilya,821295
2019/02/01,2019,19,Denmark,Isabell Kraemer,Vertices Unite Baby Blanket,513061
2020/02/01,2020,20,Denmark,Joji Locatelli,Bisbis,590304
2020/12/01,2020,20,Denmark,Caitlin Hunter,Woven Chevrons,666694
2021/04/01,2021,21,Denmark,Helen Stewart,Kuutar Beret,688488
2021/07/01,2021,21,Denmark,Andrea Mowry,miMa,711241
2021/08/01,2021,21,Denmark,Isabell Kraemer,Forever and Ever (Cowl),719635
2021/10/01,2021,21,Denmark,Stephen West,Luminen,730305
2021/12/01,2021,21,Denmark,Stephen West,Cabled Trellis Hat,734294
2021/11/01,2021,21,Denmark,Andrea Mowry,Wrap it real good,739967
2021/11/01,2021,21,Denmark,Sari Nordlund,Rose Cottage Cowl,742553
2021/12/01,2021,21,Denmark,Isabell Kraemer,Norwood,742351
2021/12/01,2021,21,Denmark,Helen Stewart,Harlow Worsted,743310
2022/05/01,2022,22,Denmark,Caitlin Hunter,Garter Abyss,778604
2022/05/01,2022,22,Denmark,Andrea Mowry,Stria Hat,779815
2022/06/01,2022,22,Denmark,Jessie Maed Designs,Zeeweg Wrap,784419
2022/07/01,2022,22,Denmark,Jennifer Steingass,Outline Raglan,796318
2022/11/01,2022,22,Denmark,Jessie Maed Designs,Oddments Cowl,821247
2022/11/01,2022,22,Denmark,Helen Stewart,Aurora Cabin Hat,815735
2022/11/01,2022,22,Denmark,Andrea Mowry,Forage Shawl,821243
2022/11/01,2022,22,Denmark,Andrea Mowry,Lucia socks,821056
2022/12/01,2022,22,Denmark,Jessie Maed Designs,Hakea Cowl,821589
2022/12/01,2022,22,Denmark,Andrea Mowry,Briogarter Sweater,821849
2020/10/01,2020,20,Denmark,Joji Locatelli,Rituals,644870
2021/03/01,2021,21,Denmark,Stephen West,Wild Bees Socks,722789
2021/04/01,2021,21,Denmark,Jessie Maed Designs,So Summer Shirt,688612
2021/04/01,2021,21,Denmark,Sari Nordlund,Forsythian,689512
2021/04/01,2021,21,Denmark,Andrea Mowry,Lumme,693076
2021/06/01,2021,21,Denmark,Stephen West,Lavender Fields Socks,722724
2021/07/01,2021,21,Denmark,Stephen West,Diggory Venn,709032
2021/12/01,2021,21,Denmark,Isabell Kraemer,Halibut Cowl,745137
2022/01/01,2022,22,Denmark,Andrea Mowry,Tsov,752803
2022/03/01,2022,22,Denmark,Caitlin Hunter,Marzipan pullover,763210
2022/04/01,2022,22,Denmark,Jessie Maed Designs,Ayami,772513
2022/05/01,2022,22,Denmark,Andrea Mowry,Rosenlund socks,776766
2022/05/01,2022,22,Denmark,Caitlin Hunter,Crystal Fragments Shawl,780995
2022/06/01,2022,22,Denmark,Andrea Mowry,Trickling Triangle,822988
2022/12/01,2022,22,Denmark,Andrea Mowry,Zig,822953
2019/12/01,2019,19,Denmark,Joji Locatelli,Midnight Dancer,578067
2021/02/01,2021,21,Denmark,Caitlin Hunter,Bean & Olive Grown Up,675514
2021/02/01,2021,21,Denmark,Helen Stewart,Grevillea Shawl,680368
2021/03/01,2021,21,Denmark,Sari Nordlund,Picnic Blanket Socks,681991
2021/05/01,2021,21,Denmark,Ambah O'Brien,Spinifex Socks,722788
2021/06/01,2021,21,Denmark,Isabell Kraemer,The Bubble Cardigan,705438
2021/07/01,2021,21,Denmark,Stephen West,Scribbly Gum Socks,722728
2021/07/01,2021,21,Denmark,Jessie Maed Designs,Kuutar Tee,711243
2021/12/01,2021,21,Denmark,Stephen West,The Collective Shawl,742386
2022/01/01,2022,22,Denmark,Joji Locatelli,The Winter Crop,746019
2022/05/01,2022,22,Denmark,Andrea Mowry,Gib I,778571
2022/07/01,2022,22,Denmark,Jessie Maed Designs,Alpenglow II,793715
2022/07/01,2022,22,Denmark,Helen Stewart,Boronia Cardigan,794273
2022/09/01,2022,22,Denmark,Isabell Kraemer,koivua light,802299
2022/09/01,2022,22,Denmark,Isabell Kraemer,The Ghost Knitter's Shawl,803345
2022/10/01,2022,22,Denmark,Stephen West,Malibu,810716
2018/09/01,2018,18,Denmark,Isabell Kraemer,Ripple Crop Top,480883
2019/10/01,2019,19,Denmark,Isabell Kraemer,ADVENTuresome Wrap,565951
2019/12/01,2019,19,Denmark,Caitlin Hunter,Flores Socks,577365
2020/07/01,2020,20,Denmark,Helen Stewart,Painting Bricks Hat,623265
2021/02/01,2021,21,Denmark,Caitlin Hunter,Caladenia Shawl,674376
2021/04/01,2021,21,Denmark,Joji Locatelli,So Summer Shorts,688613
2021/06/01,2021,21,Denmark,Joji Locatelli,Curvette Shawl,701665
2021/06/01,2021,21,Denmark,Andrea Mowry,Ciao Bella Cami,706027
2021/08/01,2021,21,Denmark,Andrea Mowry,Change your Mind (Beanie),719633
2021/12/01,2021,21,Denmark,Stephen West,Spiraling Cables Triangle,734279
2022/02/01,2022,22,Denmark,Isabell Kraemer,Metamorphic,757113
2022/05/01,2022,22,Denmark,Andrea Mowry,Gib II,778570
2022/06/01,2022,22,Denmark,Stephen West,Ripple Halter,784508
2022/06/01,2022,22,Denmark,Helen Stewart,Solstice Wrap,785464
2022/06/01,2022,22,Denmark,Isabell Kraemer,Rosenlund top,785775
2022/07/01,2022,22,Denmark,Ambah O'Brien,Kuutar Top,789883
2022/08/01,2022,22,Denmark,Joji Locatelli,Jigsaw Puzzle Blanket,796458
2022/09/01,2022,22,Denmark,Andrea Mowry,Simply Curious Shawl,804787
2022/11/01,2022,22,Denmark,Stephen West,B(l)ack to Life,816604
2022/11/01,2022,22,Denmark,Joji Locatelli,Bear Paw Socks,817274
2020/07/01,2020,20,Denmark,Jessie Maed Designs,Dreaming of Paris,623864
2020/12/01,2020,20,Denmark,Jennifer Steingass,Honey Striped Hat,661267
2020/12/01,2020,20,Denmark,Joji Locatelli,Snedronningen,662850
2021/04/01,2021,21,Denmark,Sari Nordlund,Linen Summer Shawl,690429
2021/04/01,2021,21,Denmark,Helen Stewart,Nasrin,691689
2021/06/01,2021,21,Denmark,Sari Nordlund,Rococo Pullover,704972
2021/07/01,2021,21,Denmark,Stephen West,As Friends Tank,709192
2021/08/01,2021,21,Denmark,Isabell Kraemer,Some Me Time (Shawl),719636
2022/04/01,2022,22,Denmark,Joji Locatelli,Inclinations Cowl,775474
2022/09/01,2022,22,Denmark,Jessie Maed Designs,Moonflowers Shawl,802051
2022/10/01,2022,22,Denmark,Jennifer Steingass,Follow Your Path Hat,814643
2020/01/01,2020,20,Denmark,Ambah O'Brien,Old Port Hat,581755
2020/06/01,2020,20,Denmark,Andrea Mowry,Celosias,620925
2020/11/01,2020,20,Denmark,Stephen West,Painting Waves Shawl,654978
2020/11/01,2020,20,Denmark,Helen Stewart,Blurry Cowl,656547
2021/02/01,2021,21,Denmark,Andrea Mowry,Flutter Buttshirt,680413
2021/06/01,2021,21,Denmark,Joji Locatelli,Dingley Dell,702060
2021/07/01,2021,21,Denmark,Ambah O'Brien,Sunkissed Top,707348
2021/11/01,2021,21,Denmark,Isabell Kraemer,DRK Everyday Sweater,736283
2021/12/01,2021,21,Denmark,Isabell Kraemer,Halibut Hat,745133
2022/01/01,2022,22,Denmark,Stephen West,Velvet Mirror Cowl,751909
2022/05/01,2022,22,Denmark,Caitlin Hunter,Manarola,780498
2022/09/01,2022,22,Denmark,Stephen West,Venia,802982
2022/09/01,2022,22,Denmark,Andrea Mowry,Calvaria Scarf + Cowl,803348
2022/09/01,2022,22,Denmark,Jennifer Steingass,Dustland Socks,804658
2017/11/01,2017,17,Denmark,Helen Stewart,Tincture,427100
2019/03/01,2019,19,Denmark,Ambah O'Brien,Iris hat,520266
2019/10/01,2019,19,Denmark,Jennifer Steingass,Cedar Pullover,562557
2020/04/01,2020,20,Denmark,Andrea Mowry,Ripple Bralette DK,602885
2020/04/01,2020,20,Denmark,Joji Locatelli,Starflanket,603288
2020/10/01,2020,20,Denmark,Joji Locatelli,Sparky,646497
2020/10/01,2020,20,Denmark,Jessie Maed Designs,Alden,650059
2021/01/01,2021,21,Denmark,Joji Locatelli,Painting Honeycombs Shawl - Small Honeycombs,669691
2021/02/01,2021,21,Denmark,Andrea Mowry,Seve,674251
2021/07/01,2021,21,Denmark,Ambah O'Brien,Quadrangle Spires,709945
2022/03/01,2022,22,Denmark,Stephen West,Oksa,764725
2022/07/01,2022,22,Denmark,Stephen West,Alpenglow I,793713
2022/08/01,2022,22,Denmark,Helen Stewart,Rain or Shine Socks,797798
2022/08/01,2022,22,Denmark,Isabell Kraemer,The Lone Skein Shawl,798891
2022/11/01,2022,22,Denmark,Andrea Mowry,Tiree,821266
2019/10/01,2019,19,Denmark,Isabell Kraemer,Ripple Camisole,563065
2020/09/01,2020,20,Denmark,Ambah O'Brien,Junction,637821
2021/01/01,2021,21,Denmark,Caitlin Hunter,Hug Hug Kiss Kiss,666442
2021/02/01,2021,21,Denmark,Andrea Mowry,Painting Honeycombs Blanket,675574
2021/10/01,2021,21,Denmark,Caitlin Hunter,Hello From My Colors Crop,726054
2021/10/01,2021,21,Denmark,Andrea Mowry,Vaike,729942
2021/10/01,2021,21,Denmark,Andrea Mowry,Stria,731093
2021/11/01,2021,21,Denmark,Andrea Mowry,Curio Socks,738062
2022/01/01,2022,22,Denmark,Stephen West,forager lite,749930
2022/05/01,2022,22,Denmark,Jessie Maed Designs,Striped Vortex,816368
2022/03/01,2022,22,Denmark,Jessie Maed Designs,Attune Shawl,769166
2022/12/01,2022,22,Denmark,Jennifer Steingass,Arco Iris,821855
2020/12/01,2020,20,Denmark,Stephen West,Reluctant Homeschooler,660851
2021/03/01,2021,21,Denmark,Andrea Mowry,Emsworth,683916
2021/05/01,2021,21,Denmark,Helen Stewart,Curling Mist Shawl,758533
2021/05/01,2021,21,Denmark,Caitlin Hunter,Flicker & Flame,697561
2021/11/01,2021,21,Denmark,Sari Nordlund,Cabled Trellis Shawl,734284
2021/11/01,2021,21,Denmark,Isabell Kraemer,Halibut,735266
2022/02/01,2022,22,Denmark,Andrea Mowry,Gr8 Gingham Raglan,759497
2022/07/01,2022,22,Denmark,Joji Locatelli,Shawl Smorgasbord,792496
2022/09/01,2022,22,Denmark,Isabell Kraemer,Briar & bramble,801847
2022/09/01,2022,22,Denmark,Andrea Mowry,The Basketweaver Shawl,806961
2019/05/01,2019,19,Denmark,Andrea Mowry,Shiftalong,534498
2019/12/01,2019,19,Denmark,Isabell Kraemer,Ginny,575318
2020/01/01,2020,20,Denmark,Jessie Maed Designs,Satellite,581754
2020/02/01,2020,20,Denmark,Isabell Kraemer,Moonwake Cowl,588466
2020/02/01,2020,20,Denmark,Jessie Maed Designs,Pink Velvet,590021
2020/04/01,2020,20,Denmark,Jennifer Steingass,Rosa,602732
2020/05/01,2020,20,Denmark,Sari Nordlund,Meadow Moon,615310
2020/06/01,2020,20,Denmark,Sari Nordlund,Botanic Shawl,621739
2020/07/01,2020,20,Denmark,Sari Nordlund,Very V Neck Raglan,624642
2021/01/01,2021,21,Denmark,Andrea Mowry,Painting Honeycombs Shawl - Big Honeycombs,669690
2021/03/01,2021,21,Denmark,Sari Nordlund,Kuutar,683868
2021/06/01,2021,21,Denmark,Joji Locatelli,Evenfall,702851
2022/04/01,2022,22,Denmark,Stephen West,Ocean Moon Shawl,766069
2022/05/01,2022,22,Denmark,Ambah O'Brien,Elah,781180
2019/05/01,2019,19,Denmark,Caitlin Hunter,Niamh,535770
2019/08/01,2019,19,Denmark,Ambah O'Brien,Stonecrop Pullover,549117
2020/05/01,2020,20,Denmark,Joji Locatelli,Minted,613734
2020/05/01,2020,20,Denmark,Caitlin Hunter,don't ask,614405
2020/10/01,2020,20,Denmark,Andrea Mowry,Bubbles & Brioche,649583
2020/11/01,2020,20,Denmark,Andrea Mowry,Aimée Cardigan,656564
2021/03/01,2021,21,Denmark,Sari Nordlund,Kevät,682088
2021/06/01,2021,21,Denmark,Andrea Mowry,Sherbet Fizz Shawl,704726
2021/09/01,2021,21,Denmark,Sari Nordlund,Betwixt Shawl,726455
2022/10/01,2022,22,Denmark,Isabell Kraemer,Anthology Throw,821244
2019/05/01,2019,19,Denmark,Andrea Mowry,Ziggy Shawl,535994
2020/04/01,2020,20,Denmark,Caitlin Hunter,Ripple Buttshorts,604670
2020/08/01,2020,20,Denmark,Ambah O'Brien,Ooh la la,633680
2020/07/01,2020,20,Denmark,Jessie Maed Designs,Simply Curious Socks,645680
2020/11/01,2020,20,Denmark,Isabell Kraemer,STRIPES!,655491
2021/02/01,2021,21,Denmark,Isabell Kraemer,Flying Birds Shorties,676692
2021/07/01,2021,21,Denmark,Caitlin Hunter,Illuminate,710697
2021/08/01,2021,21,Denmark,Stephen West,Caramel Sauce (Socks),719637
2022/01/01,2022,22,Denmark,Sari Nordlund,The Storyteller,748415
2022/10/01,2022,22,Denmark,Isabell Kraemer,Halu,813744
2022/11/01,2022,22,Denmark,Stephen West,Trinigan,815375
2020/08/01,2020,20,Denmark,Caitlin Hunter,Misurina,630373
2020/09/01,2020,20,Denmark,Isabell Kraemer,Cozy Classic Light,637789
2020/11/01,2020,20,Denmark,Helen Stewart,Jingle,659246
2021/08/01,2021,21,Denmark,Sari Nordlund,Newspaper (Pullover),719634
2021/09/01,2021,21,Denmark,Isabell Kraemer,Laulu shawl,722008
2020/05/01,2020,20,Denmark,Jessie Maed Designs,Poet Socks,609767
2020/07/01,2020,20,Denmark,Andrea Mowry,Spark,625591
2021/03/01,2021,21,Denmark,Andrea Mowry,Moonwhistle,681473
2021/09/01,2021,21,Denmark,Stephen West,Douglas Cardi,721033
2021/10/01,2021,21,Denmark,Jessie Maed Designs,Sabela,729943
2021/10/01,2021,21,Denmark,Caitlin Hunter,Inclinations Shawl,732766
2022/05/01,2022,22,Denmark,Caitlin Hunter,Easy V,783000
2020/01/01,2020,20,Denmark,Joji Locatelli,Sonrae,581482
2020/08/01,2020,20,Denmark,Sari Nordlund,Staple Linen Top,630868
2020/10/01,2020,20,Denmark,Jennifer Steingass,Terra Shawl,648166
2021/12/01,2021,21,Denmark,Jennifer Steingass,Billie pullover,742047
2022/03/01,2022,22,Denmark,Jennifer Steingass,Dustland Sweater,765034
2022/10/01,2022,22,Denmark,Isabell Kraemer,Northwoods V Neck,809843
2020/01/01,2020,20,Denmark,Andrea Mowry,Silverlining,580891
2020/11/01,2020,20,Denmark,Isabell Kraemer,Honey Moss,651778
2021/04/01,2021,21,Denmark,Joji Locatelli,Slipstravaganza Blanket,693706
2021/09/01,2021,21,Denmark,Andrea Mowry,Beaufort 5,724772
2022/12/01,2022,22,Denmark,Andrea Mowry,Aurora Cabin Shawl,815740
2019/03/01,2019,19,Denmark,Andrea Mowry,LYS,522629
2019/09/01,2019,19,Denmark,Joji Locatelli,Manou,555574
2020/05/01,2020,20,Denmark,Jennifer Steingass,Jupiter Crop,612081
2021/05/01,2021,21,Denmark,Ambah O'Brien,Jakers,697595
2021/10/01,2021,21,Denmark,Isabell Kraemer,The Frank Shawl,730876
2022/07/01,2022,22,Denmark,Ambah O'Brien,Garter Marler Cardigan,793741
2020/10/01,2020,20,Denmark,Stephen West,Radvent Throw,644981
2021/03/01,2021,21,Denmark,Ambah O'Brien,Laia,681492
2021/06/01,2021,21,Denmark,Ambah O'Brien,Outline Tee,702905
2022/03/01,2022,22,Denmark,Andrea Mowry,Tii Pullover,762957
2015/11/01,2015,15,Denmark,Sari Nordlund,Tinsel Mitts,302493
2021/01/01,2021,21,Denmark,Joji Locatelli,Curling Mist Socks,722679
2021/11/01,2021,21,Denmark,Jennifer Steingass,Lamina Cowl & Wrap,333409
2017/04/01,2017,17,Denmark,Stephen West,So Faded Pint Sized,392367
2017/10/01,2017,17,Denmark,Sari Nordlund,Paris in Berlin,420500
2019/02/01,2019,19,Denmark,Isabell Kraemer,Koivua,516433
2019/06/01,2019,19,Denmark,Stephen West,Montana Mountain Cowl,539435
2019/07/01,2019,19,Denmark,Isabell Kraemer,Pengweeno,541790
2020/08/01,2020,20,Denmark,Isabell Kraemer,Woollsia Shawl,631897
2021/03/01,2021,21,Denmark,Helen Stewart,Outline Tank,683836
2021/05/01,2021,21,Denmark,Stephen West,Long Summer Cardigan,699027
2022/07/01,2022,22,Denmark,Isabell Kraemer,Lace & Fade Boxy,789937
2019/07/01,2019,19,Denmark,Jennifer Steingass,Vellichor,546689
2020/06/01,2020,20,Denmark,Jessie Maed Designs,Stillness Shawl MKAL,617615
2011/10/01,2011,11,Denmark,Caitlin Hunter,Dustland Hat,90920
2018/03/01,2018,18,Denmark,Jessie Maed Designs,Kyler,450637
2020/02/01,2020,20,Denmark,Caitlin Hunter,Fantastitch,590243
2020/07/01,2020,20,Denmark,Sari Nordlund,Cinnabar,629274
2021/07/01,2021,21,Denmark,Helen Stewart,Dustland Shawl,712027
2021/02/01,2021,21,Denmark,Andrea Mowry,Talvinen,676489
2021/08/01,2021,21,Denmark,Stephen West,Morning Rituals,716587
2018/05/01,2018,18,Denmark,Jessie Maed Designs,Like a cloud,463379
2020/11/01,2020,20,Denmark,Andrea Mowry,Forestland,654673
2021/12/01,2021,21,Denmark,Stephen West,Birch Pullover,744829
2022/10/01,2022,22,Denmark,Joji Locatelli,Big Cozy Cardi,808634
2020/06/01,2020,20,Denmark,Jessie Maed Designs,Gloam,618592
2020/10/01,2020,20,Denmark,Stephen West,Radvent Cardigan,646124
2018/12/01,2018,18,Denmark,Stephen West,Plumpy,499849
2019/08/01,2019,19,Denmark,Isabell Kraemer,Ripple Crop Top Worsted,550686
2019/09/01,2019,19,Denmark,Sari Nordlund,Aldous,556175
2020/03/01,2020,20,Denmark,Sari Nordlund,Painting Bricks Shawl,598122
2020/12/01,2020,20,Denmark,Helen Stewart,DRK Everyday Socks,658563
2022/01/01,2022,22,Denmark,Joji Locatelli,Marble Mount,753647
2016/09/01,2016,16,Denmark,Andrea Mowry,Copenhagen calling,355039
2020/12/01,2020,20,Denmark,Helen Stewart,Pink Fizz,660524
2018/05/01,2018,18,Denmark,Andrea Mowry,Harlow,462971
2020/03/01,2020,20,Denmark,Ambah O'Brien,The Throwover,596247
2020/03/01,2020,20,Denmark,Caitlin Hunter,Cloudesley,601255
2020/12/01,2020,20,Denmark,Jennifer Steingass,Winter Lights Shawl,666693
2021/10/01,2021,21,Denmark,Jessie Maed Designs,Fjolla,729940
2019/01/01,2019,19,Denmark,Caitlin Hunter,Pierre,504696
2017/03/01,2017,17,Denmark,Caitlin Hunter,Cullum,386122
2019/07/01,2019,19,Denmark,Joji Locatelli,Super Simple Summer Sweater,543429
2018/11/01,2018,18,Denmark,Ambah O'Brien,Nordiska,502535
2021/01/01,2021,21,Denmark,Jennifer Steingass,Winters Beach Cardi,669667
2022/09/01,2022,22,Denmark,Jennifer Steingass,Twists & Turns: Westknits MKAL 2022,800952
2014/05/01,2014,14,Denmark,Sari Nordlund,Vertices Unite,212683
2020/01/01,2020,20,Denmark,Isabell Kraemer,Cozy Classic Raglan,578878
2017/09/01,2017,17,Denmark,Isabell Kraemer,Treysta,448363
2018/07/01,2018,18,Denmark,Jessie Maed Designs,Marettimo,472539
2018/09/01,2018,18,Denmark,Joji Locatelli,Nurtured,484867
2019/03/01,2019,19,Denmark,Caitlin Hunter,Mycroft,522403
2020/03/01,2020,20,Denmark,Stephen West,Goldwing,594882
2020/10/01,2020,20,Denmark,Stephen West,Bean & Olive,642925
2019/08/01,2019,19,Denmark,Caitlin Hunter,Diaphanous Raglan,547148
2019/09/01,2019,19,Denmark,Sari Nordlund,Framework Bralette,558234
2015/08/01,2015,15,Denmark,Joji Locatelli,Reagan,286756
2019/05/01,2019,19,Denmark,Jennifer Steingass,Newleaf,530619
2019/05/01,2019,19,Denmark,Jennifer Steingass,Navelli,532390
2020/05/01,2020,20,Denmark,Stephen West,Venezia Shawl,608588
2022/02/01,2022,22,Denmark,Sari Nordlund,SSP (slip stitch party) shawl,760826
2020/11/01,2020,20,Denmark,Stephen West,forager,653904
2021/12/01,2021,21,Denmark,Caitlin Hunter,Avena,743793
2015/07/01,2015,15,Denmark,Isabell Kraemer,Edie,283845
2018/09/01,2018,18,Denmark,Jennifer Steingass,Elton,482230
2018/12/01,2018,18,Denmark,Sari Nordlund,Spector,499419
2019/08/01,2019,19,Denmark,Ambah O'Brien,Storm Shawl,548392
2019/09/01,2019,19,Denmark,Sari Nordlund,Starflake,552426
2020/10/01,2020,20,Denmark,Helen Stewart,Slipstravaganza,638797
2019/05/01,2019,19,Denmark,Isabell Kraemer,Altheda,535801
2019/06/01,2019,19,Denmark,Isabell Kraemer,Gardengate,540726
2018/04/01,2018,18,Denmark,Andrea Mowry,Fading Point,455963
2020/01/01,2020,20,Denmark,Ambah O'Brien,Hinterland,578492
2021/10/01,2021,21,Denmark,Jessie Maed Designs,Shawlography: Westknits MKAL 2021,719770
2018/03/01,2018,18,Denmark,Sari Nordlund,Dreyma,499564
2021/01/01,2021,21,Denmark,Caitlin Hunter,Lightweight Hipster,666658
2020/06/01,2020,20,Denmark,Stephen West,The Weekender Light,619625
2022/05/01,2022,22,Denmark,Helen Stewart,Miss May Shawl MKAL,780917
2009/10/01,2009,09,Denmark,Sari Nordlund,Windschief,23782
2017/10/01,2017,17,Denmark,Joji Locatelli,Arboreal,423085
2015/09/01,2015,15,Denmark,Isabell Kraemer,Paris Toujours,295020
2014/10/01,2014,14,Denmark,Joji Locatelli,Exploration Station,236350
2017/09/01,2017,17,Denmark,Caitlin Hunter,a girl's best friend,418737
2018/05/01,2018,18,Denmark,Isabell Kraemer,Sipila,461235
2014/06/01,2014,14,Denmark,Ambah O'Brien,Dotted Rays,216856
2016/04/01,2016,16,Denmark,Joji Locatelli,Pure Joy,329764
2017/02/01,2017,17,Denmark,Stephen West,Ninilchik Swoncho,381733
2018/08/01,2018,18,Denmark,Sari Nordlund,Teroldego,473014
2022/10/01,2022,22,Denmark,Joji Locatelli,Simply Scrappy Cowl,810825
2018/08/01,2018,18,Denmark,Andrea Mowry,The Throwback,479097
2018/09/01,2018,18,Denmark,Isabell Kraemer,Poet,521694
2017/09/01,2017,17,Denmark,Andrea Mowry,Fern & Feather,441195
2013/08/01,2013,13,Denmark,Jessie Maed Designs,ravello,169269
2015/01/01,2015,15,Denmark,Helen Stewart,3 Color Cashmere Cowl,252319
2017/03/01,2017,17,Denmark,Stephen West,Aileas,385449
2017/05/01,2017,17,Denmark,Helen Stewart,Birkin,422038
2017/05/01,2017,17,Denmark,Isabell Kraemer,Birds of a Feather,410932
2018/08/01,2018,18,Denmark,Helen Stewart,Ripple Bralette,475872
2015/10/01,2015,15,Denmark,Joji Locatelli,The Doodler,297314
2018/06/01,2018,18,Denmark,Sari Nordlund,Yume,465114
2017/05/01,2017,17,Denmark,Joji Locatelli,Free Your Fade,398559
2019/01/01,2019,19,Denmark,Andrea Mowry,Shifty,509524
2019/03/01,2019,19,Denmark,Joji Locatelli,Soldotna Crop,520350
2019/04/01,2019,19,Denmark,Joji Locatelli,Mariechen,525263
2017/01/01,2017,17,Denmark,Sari Nordlund,Telja,398436
2018/03/01,2018,18,Denmark,Joji Locatelli,Tecumseh,453077
2016/11/01,2016,16,Denmark,Stephen West,Basic Raglan Pullover,411258
2016/12/01,2016,16,Denmark,Stephen West,Kobuk,374033
2018/01/01,2018,18,Denmark,Andrea Mowry,Vintersol,436274
2018/03/01,2018,18,Denmark,Stephen West,Rose,450985
2016/04/01,2016,16,Denmark,Jennifer Steingass,Spindrift Shawl,330620
2018/06/01,2018,18,Denmark,Andrea Mowry,Wool & Honey,464959
2020/03/01,2020,20,Denmark,Andrea Mowry,My Little Secret Crop,597316
2017/10/01,2017,17,Denmark,Stephen West,Zweig,419942
2012/08/01,2012,12,Denmark,Sari Nordlund,Boxy,112495
2017/08/01,2017,17,Denmark,Andrea Mowry,What the Fade?!,408552
2014/03/01,2014,14,Denmark,Stephen West,Penguono,201892
2018/01/01,2018,18,Denmark,Stephen West,Hipster Shawl,441268
2017/11/01,2017,17,Denmark,Joji Locatelli,Humulus,429034
2017/04/01,2017,17,Denmark,Sari Nordlund,So Faded,392366
2018/10/01,2018,18,Denmark,Jennifer Steingass,Nightshift,489063
2017/05/01,2017,17,Denmark,Ambah O'Brien,Tegna,395690
2017/10/01,2017,17,Denmark,Stephen West,Comfort Fade Cardi,421681
2018/03/01,2018,18,Denmark,Sari Nordlund,The Shift,450988
2019/11/01,2019,19,Denmark,Stephen West,Habitation Throw,575746
2017/11/01,2017,17,Denmark,Helen Stewart,The Weekender,427123
